id_client,secteur_activite,niveau_education
25651,Salari̩ formel,Primaire
25652,Salari̩ formel,Sans dipl̫me
25653,Salari̩ formel,Primaire
25654,Agriculture,Secondaire
25655,Salari̩ formel,Primaire
25656,Petit commerce,Sans dipl̫me
25657,Petit commerce,Sans dipl̫me
25658,Salari̩ formel,Sans dipl̫me
25659,Salari̩ formel,Secondaire
25660,Petit commerce,Sup̩rieur
25661,Agriculture,Secondaire
25662,Salari̩ formel,Secondaire
25663,Salari̩ formel,Secondaire
25664,Petit commerce,Primaire
25665,Salari̩ formel,Primaire
25666,Agriculture,Secondaire
25667,Commerce/N̩goce,Secondaire
25668,Salari̩ formel,Sans dipl̫me
25669,Petit commerce,Sup̩rieur
25670,Salari̩ formel,Secondaire
25671,Salari̩ formel,Sup̩rieur
25672,Salari̩ formel,Secondaire
25673,Agriculture,Secondaire
25674,Agriculture,Sup̩rieur
25675,Petit commerce,Secondaire
25676,Salari̩ formel,Primaire
25677,Salari̩ formel,Secondaire
25678,Agriculture,Primaire
25679,Salari̩ formel,Primaire
25680,Agriculture,Sup̩rieur
25681,Salari̩ formel,Sans dipl̫me
25682,Petit commerce,Secondaire
25683,Commerce/N̩goce,Primaire
25684,Salari̩ formel,Secondaire
25685,Agriculture,Secondaire
25686,Salari̩ formel,Secondaire
25687,Salari̩ formel,Secondaire
25688,Agriculture,Secondaire
25689,Commerce/N̩goce,Secondaire
25690,Petit commerce,Sans dipl̫me
25691,Agriculture,Primaire
25692,Agriculture,Primaire
25693,Agriculture,Secondaire
25694,Agriculture,Secondaire
25695,Agriculture,Secondaire
25696,Petit commerce,Sup̩rieur
25697,Petit commerce,Primaire
25698,Profession lib̩rale,Primaire
25699,Salari̩ formel,Secondaire
25700,Agriculture,Primaire
25701,Salari̩ formel,Secondaire
25702,Agriculture,Secondaire
25703,Agriculture,Secondaire
25704,Profession lib̩rale,Sup̩rieur
25705,Salari̩ formel,Sans dipl̫me
25706,Salari̩ formel,Primaire
25707,Petit commerce,Sans dipl̫me
25708,Petit commerce,Secondaire
25709,Petit commerce,Sup̩rieur
25710,Petit commerce,Sup̩rieur
25711,Salari̩ formel,Sup̩rieur
25712,Salari̩ formel,Secondaire
25713,Agriculture,Secondaire
25714,Agriculture,Primaire
25715,Petit commerce,Secondaire
25716,Profession lib̩rale,Secondaire
25717,Petit commerce,Sans dipl̫me
25718,Agriculture,Secondaire
25719,Agriculture,Secondaire
25720,Agriculture,Sans dipl̫me
25721,Petit commerce,Sup̩rieur
25722,Agriculture,Sup̩rieur
25723,Agriculture,Secondaire
25724,Agriculture,Sup̩rieur
25725,Petit commerce,Primaire
25726,Petit commerce,Secondaire
25727,Petit commerce,Sup̩rieur
25728,Petit commerce,Primaire
25729,Agriculture,Primaire
25730,Salari̩ formel,Secondaire
25731,Agriculture,Secondaire
25732,Salari̩ formel,Primaire
25733,Petit commerce,Secondaire
25734,Agriculture,Primaire
25735,Petit commerce,Secondaire
25736,Agriculture,Secondaire
25737,Petit commerce,Primaire
25738,Salari̩ formel,Sup̩rieur
25739,Salari̩ formel,Sans dipl̫me
25740,Salari̩ formel,Primaire
25741,Agriculture,Secondaire
25742,Agriculture,Sans dipl̫me
25743,Agriculture,Sans dipl̫me
25744,Salari̩ formel,Secondaire
25745,Salari̩ formel,Secondaire
25746,Agriculture,Secondaire
25747,Agriculture,Secondaire
25748,Salari̩ formel,Sup̩rieur
25749,Agriculture,Secondaire
25750,Salari̩ formel,Primaire
25751,Profession lib̩rale,Sup̩rieur
25752,Petit commerce,Secondaire
25753,Petit commerce,Sup̩rieur
25754,Petit commerce,Primaire
25755,Petit commerce,Secondaire
25756,Commerce/N̩goce,Sans dipl̫me
25757,Salari̩ formel,Sans dipl̫me
25758,Petit commerce,Secondaire
25759,Petit commerce,Secondaire
25760,Commerce/N̩goce,Sup̩rieur
25761,Petit commerce,Sans dipl̫me
25762,Agriculture,Primaire
25763,Salari̩ formel,Secondaire
25764,Commerce/N̩goce,Primaire
25765,Profession lib̩rale,Sup̩rieur
25766,Petit commerce,Sup̩rieur
25767,Salari̩ formel,Secondaire
25768,Agriculture,Primaire
25769,Salari̩ formel,Secondaire
25770,Agriculture,Primaire
25771,Petit commerce,Sans dipl̫me
25772,Commerce/N̩goce,Secondaire
25773,Salari̩ formel,Secondaire
25774,Salari̩ formel,Sup̩rieur
25775,Agriculture,Sup̩rieur
25776,Agriculture,Primaire
25777,Salari̩ formel,Sans dipl̫me
25778,Agriculture,Secondaire
25779,Petit commerce,Primaire
25780,Agriculture,Secondaire
25781,Salari̩ formel,Sup̩rieur
25782,Salari̩ formel,Secondaire
25783,Commerce/N̩goce,Sans dipl̫me
25784,Agriculture,Secondaire
25785,Artisanat,Primaire
25786,Agriculture,Secondaire
25787,Salari̩ formel,Primaire
25788,Agriculture,Secondaire
25789,Agriculture,Sup̩rieur
25790,Salari̩ formel,Sans dipl̫me
25791,Petit commerce,Sans dipl̫me
25792,Salari̩ formel,Sup̩rieur
25793,Agriculture,Secondaire
25794,Salari̩ formel,Secondaire
25795,Petit commerce,Sup̩rieur
25796,Salari̩ formel,Primaire
25797,Agriculture,Primaire
25798,Petit commerce,Sup̩rieur
25799,Agriculture,Secondaire
25800,Petit commerce,Primaire
25801,Petit commerce,Secondaire
25802,Salari̩ formel,Sup̩rieur
25803,Salari̩ formel,Sup̩rieur
25804,Petit commerce,Sup̩rieur
25805,Salari̩ formel,Secondaire
25806,Salari̩ formel,Sup̩rieur
25807,Petit commerce,Secondaire
25808,Salari̩ formel,Primaire
25809,Petit commerce,Sup̩rieur
25810,Petit commerce,Sup̩rieur
25811,Petit commerce,Primaire
25812,Agriculture,Sup̩rieur
25813,Agriculture,Sans dipl̫me
25814,Agriculture,Primaire
25815,Petit commerce,Sans dipl̫me
25816,Agriculture,Primaire
25817,Agriculture,Sup̩rieur
25818,Salari̩ formel,Sans dipl̫me
25819,Agriculture,Primaire
25820,Agriculture,Primaire
25821,Agriculture,Primaire
25822,Petit commerce,Sup̩rieur
25823,Petit commerce,Secondaire
25824,Petit commerce,Sans dipl̫me
25825,Petit commerce,Secondaire
25826,Petit commerce,Secondaire
25827,Agriculture,Sup̩rieur
25828,Profession lib̩rale,Primaire
25829,Petit commerce,Sup̩rieur
25830,Salari̩ formel,Sans dipl̫me
25831,Agriculture,Primaire
25832,Commerce/N̩goce,Secondaire
25833,Agriculture,Sans dipl̫me
25834,Petit commerce,Sans dipl̫me
25835,Petit commerce,Primaire
25836,Petit commerce,Secondaire
25837,Salari̩ formel,Primaire
25838,Commerce/N̩goce,Primaire
25839,Salari̩ formel,Sans dipl̫me
25840,Agriculture,Sup̩rieur
25841,Agriculture,Secondaire
25842,Salari̩ formel,Sans dipl̫me
25843,Commerce/N̩goce,Sup̩rieur
25844,Agriculture,Secondaire
25845,Agriculture,Primaire
25846,Agriculture,Secondaire
25847,Salari̩ formel,Primaire
25848,Salari̩ formel,Secondaire
25849,Salari̩ formel,Secondaire
25850,Salari̩ formel,Primaire
25851,Agriculture,Primaire
25852,Petit commerce,Primaire
25853,Salari̩ formel,Secondaire
25854,Salari̩ formel,Secondaire
25855,Agriculture,Sans dipl̫me
25856,Petit commerce,Sup̩rieur
25857,Petit commerce,Primaire
25858,Agriculture,Primaire
25859,Agriculture,Primaire
25860,Petit commerce,Secondaire
25861,Salari̩ formel,Secondaire
25862,Petit commerce,Primaire
25863,Agriculture,Secondaire
25864,Salari̩ formel,Sans dipl̫me
25865,Salari̩ formel,Sup̩rieur
25866,Agriculture,Primaire
25867,Agriculture,Secondaire
25868,Agriculture,Secondaire
25869,Commerce/N̩goce,Primaire
25870,Petit commerce,Sup̩rieur
25871,Salari̩ formel,Sans dipl̫me
25872,Agriculture,Sup̩rieur
25873,Salari̩ formel,Secondaire
25874,Salari̩ formel,Primaire
25875,Commerce/N̩goce,Sup̩rieur
25876,Salari̩ formel,Secondaire
25877,Petit commerce,Primaire
25878,Salari̩ formel,Secondaire
25879,Agriculture,Primaire
25880,Agriculture,Sup̩rieur
25881,Petit commerce,Secondaire
25882,Agriculture,Primaire
25883,Petit commerce,Sans dipl̫me
25884,Agriculture,Secondaire
25885,Agriculture,Secondaire
25886,Profession lib̩rale,Sup̩rieur
25887,Petit commerce,Secondaire
25888,Commerce/N̩goce,Primaire
25889,Salari̩ formel,Secondaire
25890,Petit commerce,Sup̩rieur
25891,Petit commerce,Secondaire
25892,Petit commerce,Secondaire
25893,Petit commerce,Secondaire
25894,Salari̩ formel,Primaire
25895,Petit commerce,Sup̩rieur
25896,Agriculture,Secondaire
25897,Agriculture,Secondaire
25898,Commerce/N̩goce,Secondaire
25899,Petit commerce,Sup̩rieur
25900,Agriculture,Sup̩rieur
25901,Agriculture,Primaire
25902,Salari̩ formel,Sans dipl̫me
25903,Agriculture,Sans dipl̫me
25904,Petit commerce,Secondaire
25905,Petit commerce,Secondaire
25906,Agriculture,Secondaire
25907,Salari̩ formel,Primaire
25908,Agriculture,Sans dipl̫me
25909,Petit commerce,Primaire
25910,Petit commerce,Secondaire
25911,Agriculture,Secondaire
25912,Petit commerce,Primaire
25913,Salari̩ formel,Secondaire
25914,Salari̩ formel,Sup̩rieur
25915,Agriculture,Primaire
25916,Agriculture,Secondaire
25917,Artisanat,Sup̩rieur
25918,Petit commerce,Secondaire
25919,Salari̩ formel,Sans dipl̫me
25920,Salari̩ formel,Primaire
25921,Petit commerce,Sans dipl̫me
25922,Salari̩ formel,Secondaire
25923,Agriculture,Secondaire
25924,Agriculture,Secondaire
25925,Agriculture,Secondaire
25926,Salari̩ formel,Primaire
25927,Agriculture,Sans dipl̫me
25928,Petit commerce,Primaire
25929,Petit commerce,Primaire
25930,Salari̩ formel,Sans dipl̫me
25931,Petit commerce,Primaire
25932,Petit commerce,Sup̩rieur
25933,Salari̩ formel,Primaire
25934,Agriculture,Sans dipl̫me
25935,Agriculture,Sup̩rieur
25936,Petit commerce,Sans dipl̫me
25937,Petit commerce,Secondaire
25938,Petit commerce,Secondaire
25939,Agriculture,Secondaire
25940,Agriculture,Sup̩rieur
25941,Salari̩ formel,Sans dipl̫me
25942,Agriculture,Sup̩rieur
25943,Salari̩ formel,Secondaire
25944,Petit commerce,Primaire
25945,Salari̩ formel,Secondaire
25946,Salari̩ formel,Secondaire
25947,Salari̩ formel,Sup̩rieur
25948,Salari̩ formel,Secondaire
25949,Petit commerce,Sans dipl̫me
25950,Petit commerce,Sans dipl̫me
25951,Agriculture,Secondaire
25952,Commerce/N̩goce,Sup̩rieur
25953,Petit commerce,Secondaire
25954,Agriculture,Secondaire
25955,Petit commerce,Sup̩rieur
25956,Salari̩ formel,Secondaire
25957,Salari̩ formel,Secondaire
25958,Agriculture,Primaire
25959,Petit commerce,Primaire
25960,Agriculture,Secondaire
25961,Salari̩ formel,Primaire
25962,Petit commerce,Sup̩rieur
25963,Salari̩ formel,Sans dipl̫me
25964,Agriculture,Primaire
25965,Petit commerce,Primaire
25966,Petit commerce,Primaire
25967,Salari̩ formel,Secondaire
25968,Artisanat,Sup̩rieur
25969,Salari̩ formel,Sup̩rieur
25970,Commerce/N̩goce,Secondaire
25971,Salari̩ formel,Sup̩rieur
25972,Salari̩ formel,Primaire
25973,Profession lib̩rale,Sup̩rieur
25974,Agriculture,Secondaire
25975,Profession lib̩rale,Secondaire
25976,Salari̩ formel,Sup̩rieur
25977,Salari̩ formel,Secondaire
25978,Salari̩ formel,Secondaire
25979,Agriculture,Secondaire
25980,Petit commerce,Sans dipl̫me
25981,Agriculture,Primaire
25982,Agriculture,Secondaire
25983,Agriculture,Sans dipl̫me
25984,Salari̩ formel,Sup̩rieur
25985,Salari̩ formel,Sans dipl̫me
25986,Profession lib̩rale,Sup̩rieur
25987,Salari̩ formel,Secondaire
25988,Profession lib̩rale,Sans dipl̫me
25989,Petit commerce,Sans dipl̫me
25990,Agriculture,Secondaire
25991,Petit commerce,Sup̩rieur
25992,Salari̩ formel,Sans dipl̫me
25993,Agriculture,Sup̩rieur
25994,Salari̩ formel,Sans dipl̫me
25995,Petit commerce,Secondaire
25996,Petit commerce,Primaire
25997,Petit commerce,Sup̩rieur
25998,Salari̩ formel,Primaire
25999,Salari̩ formel,Secondaire
26000,Salari̩ formel,Secondaire
26001,Salari̩ formel,Sup̩rieur
26002,Petit commerce,Sans dipl̫me
26003,Petit commerce,Secondaire
26004,Agriculture,Primaire
26005,Agriculture,Sans dipl̫me
26006,Salari̩ formel,Sup̩rieur
26007,Petit commerce,Sup̩rieur
26008,Petit commerce,Sup̩rieur
26009,Petit commerce,Sans dipl̫me
26010,Agriculture,Secondaire
26011,Agriculture,Secondaire
26012,Petit commerce,Secondaire
26013,Petit commerce,Sans dipl̫me
26014,Petit commerce,Secondaire
26015,Agriculture,Primaire
26016,Petit commerce,Primaire
26017,Petit commerce,Sup̩rieur
26018,Salari̩ formel,Primaire
26019,Salari̩ formel,Primaire
26020,Agriculture,Primaire
26021,Petit commerce,Sans dipl̫me
26022,Petit commerce,Sup̩rieur
26023,Salari̩ formel,Primaire
26024,Agriculture,Primaire
26025,Salari̩ formel,Primaire
26026,Commerce/N̩goce,Secondaire
26027,Salari̩ formel,Secondaire
26028,Petit commerce,Primaire
26029,Petit commerce,Primaire
26030,Petit commerce,Secondaire
26031,Salari̩ formel,Secondaire
26032,Agriculture,Sup̩rieur
26033,Agriculture,Sans dipl̫me
26034,Profession lib̩rale,Sup̩rieur
26035,Agriculture,Sup̩rieur
26036,Salari̩ formel,Secondaire
26037,Petit commerce,Secondaire
26038,Agriculture,Secondaire
26039,Salari̩ formel,Secondaire
26040,Profession lib̩rale,Primaire
26041,Agriculture,Secondaire
26042,Salari̩ formel,Secondaire
26043,Petit commerce,Secondaire
26044,Petit commerce,Secondaire
26045,Salari̩ formel,Primaire
26046,Petit commerce,Secondaire
26047,Salari̩ formel,Sup̩rieur
26048,Salari̩ formel,Primaire
26049,Salari̩ formel,Sup̩rieur
26050,Petit commerce,Secondaire
26051,Salari̩ formel,Sup̩rieur
26052,Agriculture,Secondaire
26053,Petit commerce,Secondaire
26054,Agriculture,Secondaire
26055,Petit commerce,Secondaire
26056,Petit commerce,Secondaire
26057,Agriculture,Sup̩rieur
26058,Agriculture,Primaire
26059,Petit commerce,Sup̩rieur
26060,Salari̩ formel,Primaire
26061,Petit commerce,Sup̩rieur
26062,Agriculture,Primaire
26063,Agriculture,Sans dipl̫me
26064,Agriculture,Sans dipl̫me
26065,Agriculture,Secondaire
26066,Petit commerce,Sans dipl̫me
26067,Petit commerce,Sup̩rieur
26068,Profession lib̩rale,Primaire
26069,Agriculture,Secondaire
26070,Petit commerce,Primaire
26071,Agriculture,Secondaire
26072,Salari̩ formel,Primaire
26073,Agriculture,Sup̩rieur
26074,Agriculture,Sans dipl̫me
26075,Salari̩ formel,Secondaire
26076,Salari̩ formel,Secondaire
26077,Petit commerce,Sans dipl̫me
26078,Petit commerce,Sans dipl̫me
26079,Salari̩ formel,Primaire
26080,Salari̩ formel,Secondaire
26081,Agriculture,Sup̩rieur
26082,Agriculture,Primaire
26083,Salari̩ formel,Primaire
26084,Petit commerce,Sans dipl̫me
26085,Agriculture,Secondaire
26086,Salari̩ formel,Sans dipl̫me
26087,Agriculture,Secondaire
26088,Petit commerce,Secondaire
26089,Salari̩ formel,Secondaire
26090,Agriculture,Secondaire
26091,Salari̩ formel,Sup̩rieur
26092,Agriculture,Sans dipl̫me
26093,Petit commerce,Secondaire
26094,Petit commerce,Sans dipl̫me
26095,Salari̩ formel,Sans dipl̫me
26096,Agriculture,Secondaire
26097,Salari̩ formel,Secondaire
26098,Salari̩ formel,Secondaire
26099,Agriculture,Sup̩rieur
26100,Agriculture,Secondaire
26101,Agriculture,Sans dipl̫me
26102,Petit commerce,Secondaire
26103,Salari̩ formel,Secondaire
26104,Salari̩ formel,Secondaire
26105,Commerce/N̩goce,Secondaire
26106,Agriculture,Secondaire
26107,Petit commerce,Secondaire
26108,Commerce/N̩goce,Secondaire
26109,Commerce/N̩goce,Sans dipl̫me
26110,Salari̩ formel,Secondaire
26111,Petit commerce,Secondaire
26112,Salari̩ formel,Secondaire
26113,Salari̩ formel,Primaire
26114,Salari̩ formel,Primaire
26115,Agriculture,Primaire
26116,Salari̩ formel,Sup̩rieur
26117,Salari̩ formel,Primaire
26118,Agriculture,Secondaire
26119,Salari̩ formel,Sans dipl̫me
26120,Petit commerce,Secondaire
26121,Petit commerce,Secondaire
26122,Salari̩ formel,Sup̩rieur
26123,Petit commerce,Secondaire
26124,Petit commerce,Primaire
26125,Agriculture,Sans dipl̫me
26126,Agriculture,Secondaire
26127,Petit commerce,Secondaire
26128,Commerce/N̩goce,Secondaire
26129,Petit commerce,Sans dipl̫me
26130,Agriculture,Secondaire
26131,Petit commerce,Secondaire
26132,Salari̩ formel,Sans dipl̫me
26133,Petit commerce,Primaire
26134,Petit commerce,Primaire
26135,Salari̩ formel,Primaire
26136,Commerce/N̩goce,Primaire
26137,Commerce/N̩goce,Primaire
26138,Agriculture,Secondaire
26139,Salari̩ formel,Secondaire
26140,Petit commerce,Secondaire
26141,Agriculture,Secondaire
26142,Salari̩ formel,Sans dipl̫me
26143,Salari̩ formel,Secondaire
26144,Salari̩ formel,Primaire
26145,Salari̩ formel,Sans dipl̫me
26146,Petit commerce,Primaire
26147,Petit commerce,Secondaire
26148,Agriculture,Sans dipl̫me
26149,Agriculture,Sup̩rieur
26150,Agriculture,Secondaire
26151,Salari̩ formel,Sans dipl̫me
26152,Salari̩ formel,Sup̩rieur
26153,Petit commerce,Sup̩rieur
26154,Salari̩ formel,Primaire
26155,Salari̩ formel,Primaire
26156,Salari̩ formel,Primaire
26157,Agriculture,Sup̩rieur
26158,Agriculture,Secondaire
26159,Petit commerce,Sup̩rieur
26160,Salari̩ formel,Primaire
26161,Salari̩ formel,Sup̩rieur
26162,Agriculture,Primaire
26163,Salari̩ formel,Sup̩rieur
26164,Agriculture,Primaire
26165,Profession lib̩rale,Secondaire
26166,Petit commerce,Sup̩rieur
26167,Petit commerce,Sup̩rieur
26168,Agriculture,Sup̩rieur
26169,Agriculture,Primaire
26170,Salari̩ formel,Secondaire
26171,Salari̩ formel,Primaire
26172,Salari̩ formel,Secondaire
26173,Salari̩ formel,Sup̩rieur
26174,Agriculture,Secondaire
26175,Petit commerce,Sans dipl̫me
26176,Agriculture,Sans dipl̫me
26177,Commerce/N̩goce,Sup̩rieur
26178,Agriculture,Sans dipl̫me
26179,Petit commerce,Sup̩rieur
26180,Commerce/N̩goce,Sans dipl̫me
26181,Agriculture,Sans dipl̫me
26182,Agriculture,Secondaire
26183,Salari̩ formel,Sans dipl̫me
26184,Agriculture,Sup̩rieur
26185,Agriculture,Sans dipl̫me
26186,Agriculture,Primaire
26187,Petit commerce,Sup̩rieur
26188,Petit commerce,Primaire
26189,Salari̩ formel,Secondaire
26190,Salari̩ formel,Primaire
26191,Petit commerce,Primaire
26192,Petit commerce,Secondaire
26193,Petit commerce,Primaire
26194,Agriculture,Secondaire
26195,Agriculture,Secondaire
26196,Petit commerce,Primaire
26197,Agriculture,Sans dipl̫me
26198,Agriculture,Primaire
26199,Salari̩ formel,Primaire
26200,Petit commerce,Sans dipl̫me
26201,Petit commerce,Sans dipl̫me
26202,Agriculture,Secondaire
26203,Petit commerce,Sup̩rieur
26204,Salari̩ formel,Sans dipl̫me
26205,Salari̩ formel,Primaire
26206,Salari̩ formel,Sans dipl̫me
26207,Petit commerce,Secondaire
26208,Petit commerce,Primaire
26209,Petit commerce,Primaire
26210,Petit commerce,Secondaire
26211,Petit commerce,Sans dipl̫me
26212,Salari̩ formel,Primaire
26213,Agriculture,Sans dipl̫me
26214,Salari̩ formel,Primaire
26215,Petit commerce,Secondaire
26216,Salari̩ formel,Primaire
26217,Commerce/N̩goce,Primaire
26218,Profession lib̩rale,Primaire
26219,Salari̩ formel,Primaire
26220,Petit commerce,Primaire
26221,Agriculture,Sup̩rieur
26222,Petit commerce,Secondaire
26223,Agriculture,Secondaire
26224,Agriculture,Secondaire
26225,Petit commerce,Secondaire
26226,Salari̩ formel,Sup̩rieur
26227,Agriculture,Sans dipl̫me
26228,Salari̩ formel,Primaire
26229,Agriculture,Primaire
26230,Petit commerce,Sans dipl̫me
26231,Agriculture,Primaire
26232,Commerce/N̩goce,Sup̩rieur
26233,Petit commerce,Secondaire
26234,Commerce/N̩goce,Primaire
26235,Petit commerce,Secondaire
26236,Salari̩ formel,Sans dipl̫me
26237,Petit commerce,Primaire
26238,Salari̩ formel,Sup̩rieur
26239,Petit commerce,Sup̩rieur
26240,Salari̩ formel,Secondaire
26241,Petit commerce,Sup̩rieur
26242,Salari̩ formel,Primaire
26243,Agriculture,Secondaire
26244,Agriculture,Secondaire
26245,Salari̩ formel,Secondaire
26246,Petit commerce,Secondaire
